ScenActID,ParmID,ParmValue,ParmType,ScenarioID
0,9,1.48000000e+02,0,112
1,9,1.48000000e+02,0,112
2,1,2.00000000e+01,0,112
2,2,2.50000000e-01,0,112
2,3,5.50000000e+01,0,112
2,4,1.00000000e+00,0,112
2,5,1.00000000e+00,0,112
2,6,2.08175003e+02,0,112
2,7,6.55698925e-02,0,112
2,8,1.94086884e+02,0,112
2,9,1.48000000e+02,0,112
2,10,1.31139791e+00,0,112
2,11,5.20437508e+01,0,112
2,12,6.82500687e+01,0,112
2,13,2.73000275e+02,0,112
3,1,2.00000000e+01,0,112
3,2,2.50000000e-01,0,112
3,3,5.50000000e+01,0,112
3,4,1.00000000e+00,0,112
3,5,1.00000000e+00,0,112
3,6,2.08175003e+02,0,112
3,7,6.55698925e-02,0,112
3,8,1.94086884e+02,0,112
3,9,1.48000000e+02,0,112
3,10,1.31139791e+00,0,112
3,11,5.20437508e+01,0,112
3,12,6.82500687e+01,0,112
3,13,2.73000275e+02,0,112
0,2,7.50000000e-01,0,113
0,3,3.50000000e+01,0,113
0,4,1.00000000e+00,0,113
0,5,1.00000000e+00,0,113
0,6,1.32479996e+02,0,113
0,8,1.52491104e+02,1,113
0,9,1.48000000e+02,1,113
0,10,1.03034532e+00,1,113
0,11,9.93600006e+01,0,113
0,12,1.02375107e+02,0,113
0,13,1.36500137e+02,0,113
1,2,7.50000000e-01,0,113
1,3,3.50000000e+01,0,113
1,4,1.00000000e+00,0,113
1,5,1.00000000e+00,0,113
1,6,1.32479996e+02,0,113
1,8,1.52491104e+02,1,113
1,9,1.48000000e+02,1,113
1,10,1.03034532e+00,1,113
1,11,9.93600006e+01,0,113
1,12,1.02375107e+02,0,113
1,13,1.36500137e+02,0,113
2,9,1.48000000e+02,0,113
1,10,2.40182543e+00,0,99
1,11,2.08175003e+02,0,99
1,12,5.00000031e+02,0,99
1,13,5.00000031e+02,0,99
2,2,1.00000000e+00,0,99
2,9,2.50000000e+02,0,99
3,1,2.00000000e+01,0,99
3,2,6.99999988e-01,0,99
3,3,5.50000000e+01,0,99
3,4,1.00000000e+00,0,99
3,5,1.00000000e+00,0,99
3,6,2.08175003e+02,0,99
3,7,1.71558946e-01,0,99
3,8,8.57794739e+02,0,99
3,9,2.50000000e+02,0,99
3,10,3.43117905e+00,0,99
3,11,1.45722504e+02,0,99
3,12,5.00000000e+02,0,99
3,13,7.14285706e+02,0,99
0,2,1.00000000e+00,0,100
0,9,2.50000000e+02,0,100
1,1,2.00000000e+01,0,100
1,2,6.99999988e-01,0,100
1,3,5.50000000e+01,0,100
1,4,1.00000000e+00,0,100
1,5,1.00000000e+00,0,100
1,6,2.08175003e+02,0,100
1,7,1.71558946e-01,0,100
1,8,8.57794739e+02,0,100
1,9,2.50000000e+02,0,100
1,10,3.43117905e+00,0,100
1,11,1.45722504e+02,0,100
1,12,5.00000000e+02,0,100
1,13,7.14285706e+02,0,100
2,2,1.00000000e+00,0,100
2,3,6.07660007e+00,0,100
2,4,1.00000000e+00,0,100
2,5,1.00000000e+00,0,100
2,6,2.30000000e+01,0,100
2,8,5.43478271e+03,1,100
2,9,2.50000000e+02,1,100
2,10,2.17391300e+01,1,100
2,11,2.30000000e+01,0,100
2,12,5.00000000e+02,0,100
2,13,5.00000000e+02,0,100
3,2,1.00000000e+00,0,100
3,3,6.07660007e+00,0,100
3,4,1.00000000e+00,0,100
3,5,1.00000000e+00,0,100
3,6,2.30000000e+01,0,100
3,8,5.43478271e+03,1,100
3,9,2.50000000e+02,1,100
3,10,2.17391300e+01,1,100
3,11,2.30000000e+01,0,100
3,12,5.00000000e+02,0,100
3,13,5.00000000e+02,0,100
0,1,2.00000000e+01,0,101
0,2,1.00000000e+00,0,101
0,3,5.50000000e+01,0,101
0,4,1.00000000e+00,0,101
0,5,1.00000000e+00,0,101
0,6,2.08175003e+02,0,101
0,7,1.20091274e-01,0,101
0,8,6.00456360e+02,0,101
0,9,2.50000000e+02,0,101
0,10,2.40182543e+00,0,101
0,11,2.08175003e+02,0,101
0,12,5.00000031e+02,0,101
0,13,5.00000031e+02,0,101
1,1,2.00000000e+01,0,101
1,2,1.00000000e+00,0,101
1,3,5.50000000e+01,0,101
1,4,1.00000000e+00,0,101
1,5,1.00000000e+00,0,101
1,6,2.08175003e+02,0,101
1,7,1.20091274e-01,0,101
1,8,6.00456360e+02,0,101
1,9,2.50000000e+02,0,101
1,10,2.40182543e+00,0,101
1,11,2.08175003e+02,0,101
1,12,5.00000031e+02,0,101
1,13,5.00000031e+02,0,101
2,2,1.00000000e+00,0,101
2,9,2.50000000e+02,0,101
3,2,1.00000000e+00,0,101
3,9,2.50000000e+02,0,101
4,2,1.00000000e+00,0,101
4,9,2.50000000e+02,0,101
5,2,1.00000000e+00,0,101
5,9,2.50000000e+02,0,101
6,1,2.00000000e+01,0,101
6,2,6.99999988e-01,0,101
6,3,5.50000000e+01,0,101
6,4,1.00000000e+00,0,101
6,5,1.00000000e+00,0,101
6,6,2.08175003e+02,0,101
6,7,1.71558946e-01,0,101
6,8,8.57794739e+02,0,101
6,9,2.50000000e+02,0,101
6,10,3.43117905e+00,0,101
6,11,1.45722504e+02,0,101
6,12,5.00000000e+02,0,101
6,13,7.14285706e+02,0,101
0,1,2.00000000e+01,0,102
0,2,1.00000000e+00,0,102
0,3,5.50000000e+01,0,102
0,4,1.00000000e+00,0,102
0,5,1.00000000e+00,0,102
0,6,2.08179993e+02,0,102
0,7,1.34176970e+00,0,102
0,8,4.80353564e+03,1,102
0,9,1.79000000e+02,0,102
0,10,2.68353939e+01,0,102
0,11,2.08179993e+02,0,102
0,12,5.58659229e+03,0,102
0,13,5.58659229e+03,0,102
1,1,2.00000000e+01,0,102
1,2,1.00000000e+00,0,102
1,3,5.50000000e+01,0,102
1,4,1.00000000e+00,0,102
1,5,1.00000000e+00,0,102
1,6,2.08175003e+02,0,102
1,7,1.34180188e+00,0,102
1,8,4.80365088e+03,0,102
1,9,1.79000000e+02,0,102
1,10,2.68360386e+01,0,102
1,11,2.08175003e+02,0,102
1,12,5.58659229e+03,0,102
1,13,5.58659229e+03,0,102
2,9,1.79000000e+02,0,102
3,9,1.79000000e+02,0,102
4,1,2.00000000e+01,0,102
4,2,3.49999994e-01,0,102
4,3,5.50000000e+01,0,102
4,4,1.00000000e+00,0,102
4,5,1.00000000e+00,0,102
4,6,2.08175003e+02,0,102
4,7,3.83371973e+00,0,102
4,8,1.37247168e+04,0,102
4,9,1.79000000e+02,0,102
4,10,7.66743927e+01,0,102
4,11,7.28612518e+01,0,102
4,12,5.58659229e+03,0,102
4,13,1.59616924e+04,0,102
5,9,1.79000000e+02,0,102
0,9,1.79000000e+02,0,103
1,9,1.79000000e+02,0,103
2,1,2.00000000e+01,0,103
2,2,4.49999988e-01,0,103
2,3,5.50000000e+01,0,103
2,4,1.00000000e+00,0,103
2,5,1.00000000e+00,0,103
2,6,2.08175003e+02,0,103
2,7,3.72722745e+00,0,103
2,8,1.33434746e+04,0,103
2,9,1.79000000e+02,0,103
2,10,7.45445480e+01,0,103
2,11,9.36787491e+01,0,103
2,12,6.98324023e+03,0,103
2,13,1.55183115e+04,0,103
3,9,1.79000000e+02,0,103
4,2,1.00000000e+00,0,103
4,3,5.50000000e+01,0,103
4,4,1.00000000e+00,0,103
4,5,1.00000000e+00,0,103
4,6,2.08179993e+02,0,103
4,8,6.00441943e+03,1,103
4,9,1.79000000e+02,0,103
4,10,3.35442429e+01,0,103
4,11,2.08179993e+02,0,103
4,12,6.98324023e+03,0,103
4,13,6.98324023e+03,0,103
5,2,1.00000000e+00,0,103
5,3,5.50000000e+01,0,103
5,4,1.00000000e+00,0,103
5,5,1.00000000e+00,0,103
5,6,2.08179993e+02,0,103
5,8,6.00441943e+03,1,103
5,9,1.79000000e+02,0,103
