NumericCas,CASNumber,ChemicalName,MW,PEL-TWA,PEL-TWAConvert,PEL-TWAmgm3,PEL-TWAmgm3Convert,NOTEPEL,PEL-STEL,PEL-STELConvert,PEL-STELmgm3,PEL-STELmgm3Convert,PEL-CL,PEL-CLConvert,PEL-CLmgm3,PEL-CLmgm3Convert,PEL-mpcfa,PEL-COMMENTS,REL-TWA,REL-TWAConvert,REL-TWAmgm3,REL-TWAmgm3Convert,NOTEREL,REL-STEL,REL-STELConvert,REL-STELmgm3,REL-STELmgm3Convert,REL-CL,REL-CLConvert,REL-CLmgm3,REL-CLmgm3Convert,RELFCC,REL-COMMENTS
5714227,5714-22-7,SULFUR PENTAFLUORIDE,,2.5000000000000001e-02,0,2.5000000000000000e-01,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,1.0000000000000000e-02,0,1.0000000000000001e-01,0,,NONE.
6032297,6032-29-7,ISOAMYL ALCOHOL SECONDARY,8.8170000000000002e+01,1.0000000000000000e+02,0,3.6000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+02,0,3.6000000000000000e+02,0,,1.2500000000000000e+02,0,4.5000000000000000e+02,0,,0,,0,,NONE.
6423434,6423-43-4,PROPYLENE GLYCOL DINITRATE,1.6611000000000001e+02,,0,,0,,,0,,0,,0,,0,,,5.0000000000000003e-02,0,2.9999999999999999e-01,0,,,0,,0,,0,,0,,"SYN - 1,2-PROPYLENE GLYCOL DINITRATE."
6923224,6923-22-4,MONOCROTOPHOS,2.2319000000000000e+02,,0,,0,,,0,,0,,0,,0,,,2.7386979703391729e-02,1,2.5000000000000000e-01,0,,,0,,0,,0,,0,,SYN - AZODRIN.
7429905,7429-90-5,ALUMINUM,2.6980000000000000e+01,4.5311341734618233e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,4.5311341734618233e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.
7439921,7439-92-1,LEAD,2.0719000000000000e+02,5.9003812925334242e-03,1,5.0000000000000003e-02,0,,,0,,0,,0,,0,,SEE 29 CFR 1910.1025.,1.1800762585066848e-02,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.
,,"MANGANESE, COMPOUNDS AND FUMES",5.4939999999999998e+01,,0,,0,as Mn,,0,,0,2.2251547142337098e+00,1,5.0000000000000000e+00,0,,NONE.,4.4503094284674188e-01,1,1.0000000000000000e+00,0,as Mn,1.3350928285402257e+00,1,3.0000000000000000e+00,0,,0,,0,,NONE.
7439976,7439-97-6,MERCURY,2.0059000000000000e+02,,0,,0,,,0,,0,1.2189042325140835e-02,1,1.0000000000000001e-01,0,,NONE.,6.0945211625704175e-03,1,5.0000000000000003e-02,0,,,0,,0,3.6567126975422500e-03,1,2.9999999999999999e-02,0,,NONE.
,,"MOLYBDENUM, SOLUBLE COMPOUNDS",9.5939999999999998e+01,1.2742338961851156e+00,1,5.0000000000000000e+00,0,as Mo,,0,,0,,0,,0,,NONE.,,0,,0,as Mo,,0,,0,,0,,0,,
7440020,7440-02-0,NICKEL,5.8710000000000001e+01,4.1645375574859478e-01,1,1.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,6.2468063362289212e-03,1,1.4999999999999999e-02,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
7440064,7440-06-4,PLATINUM,1.9508000000000001e+02,,0,,0,,,0,,0,,0,,0,,NONE.,1.2533319663727699e-01,1,1.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
7440166,7440-16-6,RHODIUM,1.0291000000000000e+02,2.3758624040423674e-02,1,1.0000000000000001e-01,0,as Rh,,0,,0,,0,,0,,NONE.,2.3758624040423674e-02,1,1.0000000000000001e-01,0,as Rh,,0,,0,,0,,0,,NONE.
7440213,7440-21-3,SILICON,2.8090000000000000e+01,4.3520825916696335e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,4.3520825916696335e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.
7440224,7440-22-4,SILVER,1.0787000000000000e+02,2.2666172244368218e-03,1,1.0000000000000000e-02,0,,,0,,0,,0,,0,,NONE.,2.2666172244368218e-03,1,1.0000000000000000e-02,0,,,0,,0,,0,,0,,VALUE IS FOR METAL AND SOLUBLE COMPOUNDS (AS AG).
7440257,7440-25-7,TANTALUM,1.8094999999999999e+02,6.7560099474993096e-01,1,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,6.7560099474993096e-01,1,5.0000000000000000e+00,0,,1.3512019894998619e+00,1,1.0000000000000000e+01,0,,0,,0,,VALUES FOR METAL AND OXIDE DUST.
,,"THALLIUM, SOLUBLE COMPOUNDS",2.0437000000000000e+02,1.1963595439643784e-02,1,1.0000000000000001e-01,0,as Tl,,0,,0,,0,,0,,NONE.,1.1963595439643784e-02,1,1.0000000000000001e-01,0,as Tl,,0,,0,,0,,0,,NONE.
7440315,7440-31-5,TIN,1.1869000000000000e+02,4.1199764091330354e-01,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,4.1199764091330354e-01,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
7440337,7440-33-7,TUNGSTEN,1.8384999999999999e+02,,0,,0,,,0,,0,,0,,0,,,6.6494424802828400e-01,1,5.0000000000000000e+00,0,,1.3298884960565680e+00,1,1.0000000000000000e+01,0,,0,,0,,NONE.
,,ANTIMONY AND COMPOUNDS,1.2176000000000001e+02,1.0040243101182654e-01,1,5.0000000000000000e-01,0,as Sb,,0,,0,,0,,0,,NONE.,1.0040243101182654e-01,1,5.0000000000000000e-01,0,as Sb,,0,,0,,0,,0,,NONE.
7440382,7440-38-2,ARSENIC,7.4920000000000002e+01,3.2634810464495460e-03,1,1.0000000000000000e-02,0,elemental,,0,,0,,0,,0,,INORGANIC COMPOUNDS: SEE 29 CFR 1910.1018.,,0,,0,,,0,,0,6.5269620928990921e-04,1,2.0000000000000000e-03,0,,VALUE BASED ON 15 MINUTES.
,,BERYLLIUM COMPOUNDS,9.0099999999999998e+00,5.4273029966703662e-03,1,2.0000000000000000e-03,0,as Be,6.7841287458379584e-02,1,2.5000000000000001e-02,0,5.0000000000000001e-03,0,1.8425357873210633e-03,1,,NONE.,1.3568257491675915e-03,1,5.0000000000000001e-04,0,as Be,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION NOT TO EXCEED 0.0005 MG/M3.
7440439,7440-43-9,CADMIUM,1.1240000000000001e+02,1.0876334519572953e-03,1,5.0000000000000001e-03,0,dust/fume,,0,,0,,0,,0,,SEE 29 CFR 1910.1027; VALUES FROM PEL TABLE Z-2.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
7440440,7440-44-0,"GRAPHITE, SYNTHETIC",1.2010000000000000e+01,1.0179017485428810e+01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,
7440473,7440-47-3,CHROMIUM,5.2000000000000000e+01,4.7019230769230769e-01,1,1.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,2.3509615384615384e-01,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,NONE.
,,"COBALT, FUME AND INORGANIC COMPOUNDS",5.8930000000000000e+01,4.1489903275072126e-02,1,1.0000000000000001e-01,0,as Co,,0,,0,,0,,0,,NONE.,2.0744951637536063e-02,1,5.0000000000000003e-02,0,as Co,,0,,0,,0,,0,,NONE.
7440508,7440-50-8,COPPER,6.3539999999999999e+01,3.8479697828139753e-01,1,1.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,3.8479697828139753e-01,1,1.0000000000000000e+00,0,,,0,,0,,0,,0,,
7440586,7440-58-6,HAFNIUM,1.7849000000000001e+02,6.8491232001792815e-02,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,NONE.,6.8491232001792815e-02,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,NONE.
64175,64-17-5,ETHYL ALCOHOL,4.6079999999999998e+01,1.0000000000000000e+03,0,1.9000000000000000e+03,0,,,0,,0,,0,,0,,SYN - ETHANOL.,1.0000000000000000e+03,0,1.9000000000000000e+03,0,,,0,,0,,0,,0,,SYN - ETHANOL.
64186,64-18-6,FORMIC ACID,4.6030000000000001e+01,5.0000000000000000e+00,0,9.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+00,0,9.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
64197,64-19-7,ACETIC ACID,6.0060000000000002e+01,1.0000000000000000e+01,0,2.5000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+01,0,2.5000000000000000e+01,0,,1.5000000000000000e+01,0,3.7000000000000000e+01,0,,0,,0,,NONE.
67561,67-56-1,METHYL ALCOHOL,3.2049999999999997e+01,2.0000000000000000e+02,0,2.6000000000000000e+02,0,,,0,,0,,0,,0,,SYN - METHANOL.,2.0000000000000000e+02,0,2.6000000000000000e+02,0,,2.5000000000000000e+02,0,3.2500000000000000e+02,0,,0,,0,,SYN - METHANOL.
67630,67-63-0,ISOPROPYL ALCOHOL,6.0109999999999999e+01,4.0000000000000000e+02,0,9.8000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,4.0000000000000000e+02,0,9.8000000000000000e+02,0,,5.0000000000000000e+02,0,1.2250000000000000e+03,0,,0,,0,,NONE.
67641,67-64-1,ACETONE,5.8090000000000003e+01,1.0000000000000000e+03,0,2.4000000000000000e+03,0,,,0,,0,,0,,0,,NONE.,2.5000000000000000e+02,0,5.9000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
67663,67-66-3,CHLOROFORM,1.1937000000000000e+02,,0,,0,,,0,,0,5.0000000000000000e+01,0,2.4000000000000000e+02,0,,SYN - TRICHLOROMETHANE.,,0,,0,,2.0000000000000000e+00,0,9.7799999999999994e+00,0,,0,,0,,SYN - TRICHLOROMETHANE.  VALUES BASED ON 60 MINUTES.  LOWEST FEASIBLE CONCENTRATION.
67721,67-72-1,HEXACHLOROETHANE,2.3672000000000000e+02,1.0000000000000000e+00,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+00,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
68111,68-11-1,THIOGLYCOLIC ACID,9.2120000000000005e+01,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+00,0,4.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
68122,68-12-2,DIMETHYLFORMAMIDE,7.3109999999999999e+01,1.0000000000000000e+01,0,3.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+01,0,3.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
71238,71-23-8,N-PROPYL ALCOHOL,6.0109999999999999e+01,2.0000000000000000e+02,0,5.0000000000000000e+02,0,,,0,,0,,0,,0,,SYN - PROPYL ALCOHOL.,2.0000000000000000e+02,0,5.0000000000000000e+02,0,,2.5000000000000000e+02,0,6.2500000000000000e+02,0,,0,,0,,SYN - PROPYL ALCOHOL.
71363,71-36-3,N-BUTYL ALCOHOL,7.4140000000000001e+01,1.0000000000000000e+02,0,3.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,5.0000000000000000e+01,0,1.5000000000000000e+02,0,,NONE.
100447,100-44-7,BENZYL CHLORIDE,1.2659000000000000e+02,1.0000000000000000e+00,0,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,1.0000000000000000e+00,0,5.0000000000000000e+00,0,,VALUES BASED ON 15 MINUTES.
100618,100-61-8,MONOMETHYL ANILINE,,2.0000000000000000e+00,0,9.0000000000000000e+00,0,,,0,,0,,0,,0,,SYN - N-METHYL ANILINE.,5.0000000000000000e-01,0,2.0000000000000000e+00,0,,,0,,0,,0,,0,,SYN - N-METHYL ANILINE.
100630,100-63-0,PHENYLHYDRAZINE,1.0816000000000000e+02,5.0000000000000000e+00,0,2.2000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,1.4000000000000001e-01,0,5.9999999999999998e-01,0,,VALUE IS BASED ON 120 MINUTES. LOWEST FEASIBLE CONCENTRATION.
100743,100-74-3,N-ETHYLMORPHOLINE,1.1520000000000000e+02,2.0000000000000000e+01,0,9.4000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+00,0,2.3000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
101144,101-14-4,"4,4-METHYLENE BIS(2-CHLOROANILINE)",2.6717000000000002e+02,,0,,0,,,0,,0,,0,,0,,,2.7454429763820786e-04,1,3.0000000000000001e-03,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
101688,101-68-8,METHYLENE BISPHENYL ISOCYANATE,2.5027000000000001e+02,,0,,0,,,0,,0,2.0000000000000000e-02,0,2.0000000000000001e-01,0,,SYN - DIPHENYLMETHANE DIISOCYANATE; MDI.,5.0000000000000001e-03,0,5.0000000000000003e-02,0,,,0,,0,2.0000000000000000e-02,0,2.0000000000000001e-01,0,,SYN - DIPHENYLMETHANE DIISOCYANATE; MDI.  VALUE BASED ON 10 MINUTES.
101779,101-77-9,"4,4'-METHYLENEDIANILINE",1.9828999999999999e+02,1.0000000000000000e-02,0,8.1100204498977507e-02,1,,1.0000000000000001e-01,0,8.1100204498977513e-01,1,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION (0.03 MG/M3 LIMIT OF QUANTITATION).
101848,101-84-8,PHENYL ETHER,1.7022000000000000e+02,1.0000000000000000e+00,0,7.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+00,0,7.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
102545,102-54-5,DICYCLOPENTADIENYL IRON,1.8603000000000000e+02,6.5715207224641181e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,6.5715207224641181e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.
102818,102-81-8,2-N-DIBUTYLAMINOETHANOL,1.7334000000000000e+02,,0,,0,,,0,,0,,0,,0,,,2.0000000000000000e+00,0,1.4000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
105464,105-46-4,SEC-BUTYL ACETATE,1.1618000000000001e+02,2.0000000000000000e+02,0,9.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+02,0,9.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
106354,106-35-4,ETHYL BUTYL KETONE,,5.0000000000000000e+01,0,2.3000000000000000e+02,0,,,0,,0,,0,,0,,SYN - 3-HEPTANONE.,5.0000000000000000e+01,0,2.3000000000000000e+02,0,,,0,,0,,0,,0,,SYN - 3-HEPTANONE.
106423,106-42-3,P-XYLENE,1.0618000000000001e+02,1.0000000000000000e+02,0,4.3500000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+02,0,4.3500000000000000e+02,0,,1.5000000000000000e+02,0,6.5500000000000000e+02,0,,0,,0,,NONE.
,,"ALUMINUM, SOLUBLE SALTS AND ALKYLS",2.6980000000000000e+01,,0,,0,as Al,,0,,0,,0,,0,,,1.8124536693847293e+00,1,2.0000000000000000e+00,0,as Al,,0,,0,,0,,0,,
106445,106-44-5,P-CRESOL,1.0815000000000001e+02,5.0000000000000000e+00,0,2.2000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,2.2999999999999998e+00,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
106467,106-46-7,P-DICHLOROBENZENE,1.4700000000000000e+02,7.5000000000000000e+01,0,4.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
106503,106-50-3,P-PHENYLENEDIAMINE,1.0816000000000000e+02,2.2605399408284026e-02,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.,2.2605399408284026e-02,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.
106514,106-51-4,QUINONE,1.0809999999999999e+02,1.0000000000000001e-01,0,4.0000000000000002e-01,0,,,0,,0,,0,,0,,SYN - P-BENZOQUINONE.,1.0000000000000001e-01,0,4.0000000000000002e-01,0,,,0,,0,,0,,0,,SYN - P-BENZOQUINONE.
106876,106-87-6,VINYL CYCLOHEXENE DIOXIDE,1.4019999999999999e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+01,0,6.0000000000000000e+01,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
106898,106-89-8,EPICHLOROHYDRIN,9.2530000000000001e+01,5.0000000000000000e+00,0,1.9000000000000000e+01,0,,,0,,0,,0,,0,,"SYN - 1-CHLORO,2,3,-EPOXY-PROPANE.",,0,,0,,,0,,0,,0,,0,,"SYN - 1-CHLORO,2,3,-EPOXY-PROPANE.LOWEST FEASIBLE CONCENTRATION (2.5 MG/M3 LIMIT OF QUANTITATION)."
591786,591-78-6,2-HEXANONE,1.0018000000000001e+02,1.0000000000000000e+02,0,4.1000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+00,0,4.0000000000000000e+00,0,,,0,,0,,0,,0,,SYN - 2-HEXANONE.
594423,594-42-3,PERCHLOROMETHYL MERCAPTAN,1.8587000000000000e+02,1.0000000000000001e-01,0,8.0000000000000004e-01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000001e-01,0,8.0000000000000004e-01,0,,,0,,0,,0,,0,,NONE.
594729,594-72-9,"1,1-DICHLORO-1-NITROETHANE",,,0,,0,,,0,,0,1.0000000000000000e+01,0,6.0000000000000000e+01,0,,NONE.,2.0000000000000000e+00,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
600259,600-25-9,1-CHLORO-1-NITROPROPANE,,2.0000000000000000e+01,0,1.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+00,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,VALUED BASED ON 15 MINUTES.
603349,603-34-9,TRIPHENYL AMINE,2.4533000000000001e+02,,0,,0,,,0,,0,,0,,0,,,4.9830840092936041e-01,1,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
624839,624-83-9,METHYL ISOCYANATE,5.7060000000000002e+01,2.0000000000000000e-02,0,5.0000000000000003e-02,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e-02,0,5.0000000000000003e-02,0,,,0,,0,,0,,0,,NONE.
626175,626-17-5,M-PHTHALODINITRILE,1.2813999999999999e+02,,0,,0,,,0,,0,,0,,0,,,9.5403464960199791e-01,1,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
71432,71-43-2,BENZENE,7.8120000000000005e+01,1.0000000000000000e+00,0,3.1950920245398775e+00,1,,5.0000000000000000e+00,0,1.5975460122699388e+01,1,,0,,0,,SEE 29 CFR 1910.1028. VALUES FROM PEL TABLE 2-2 AND APPLY TO THE INDUSTRY SEGMENTS EXEMPT FROM THE 1 PPM 8 HR TWA AND 5 PPM STEL OF THE BENZENE STANDARD IN 29 CFR 1910.1028. THESE VALUES ALSO APPLY TO ANY INDUSTRY FOR W,1.0000000000000001e-01,0,3.1950920245398778e-01,1,,1.0000000000000000e+00,0,1.5975460122699388e+01,1,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
71556,71-55-6,METHYL CHLOROFORM,1.3340000000000001e+02,3.5000000000000000e+02,0,1.9000000000000000e+03,0,,,0,,0,,0,,0,,"SYN - 1,1,1-TRICHLOROETHANE.",,0,,0,,,0,,0,3.5000000000000000e+02,0,1.9100000000000000e+03,0,,"SYN - 1,1,1-TRICHLOROETHANE. - VALUE BASED ON 15 MINUTES."
72208,72-20-8,ENDRIN,3.8089999999999998e+02,6.4190076135468635e-03,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.,6.4190076135468635e-03,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.
72435,72-43-5,METHOXYCHLOR,3.4566000000000003e+02,1.0610137128970665e+00,1,1.5000000000000000e+01,0,,,0,,0,,0,,0,,0.07 MG/M3 LIMIT OF QUANTITATION,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
74839,74-83-9,METHYL BROMIDE.,9.4950000000000003e+01,,0,,0,,,0,,0,2.0000000000000000e+01,0,8.0000000000000000e+01,0,,NONE.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION (4.7 PPM LIMIT OF QUANTITATION).
74862,74-86-2,ACETYLENE,,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,2.5000000000000000e+03,0,2.6620000000000000e+03,0,,NONE.
74873,74-87-3,METHYL CHLORIDE,5.0490000000000002e+01,1.0000000000000000e+02,0,2.0650306748466258e+02,1,,3.0000000000000000e+02,0,6.1950920245398777e+02,1,2.0000000000000000e+02,0,4.1300613496932516e+02,1,,VALUES FROM PEL TABLE Z-2:  ACCEPTABLE MAXIMUM PEAK ABOVE THE ACCEPTABLE CEILING CONCENTRATION FOR AN 8-HOUR SHIFT:  300 PPM/5 MIN. IN ANY 3 HRS.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
74884,74-88-4,METHYL IODIDE,1.4194000000000000e+02,5.0000000000000000e+00,0,2.8000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+00,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
74895,74-89-5,METHYLAMINE,3.1070000000000000e+01,1.0000000000000000e+01,0,1.2000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+01,0,1.2000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
74908,74-90-8,HYDROGEN CYANIDE,2.7030000000000001e+01,1.0000000000000000e+01,0,1.1000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,,0,,0,,4.7000000000000002e+00,0,5.0000000000000000e+00,0,,0,,0,,NONE.
74931,74-93-1,METHYL MERCAPTAN,4.8109999999999999e+01,,0,,0,,,0,,0,1.0000000000000000e+01,0,2.0000000000000000e+01,0,,SYN - METHANETHIOL.,,0,,0,,,0,,0,5.0000000000000000e-01,0,1.0000000000000000e+00,0,,SYN - METHANETHIOL.  VALUE BASED ON 15 MINUTES.
74964,74-96-4,ETHYL BROMIDE,1.0898000000000000e+02,2.0000000000000000e+02,0,8.9000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,
74975,74-97-5,CHLOROBROMOMETHANE,1.2938999999999999e+02,2.0000000000000000e+02,0,1.0500000000000000e+03,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+02,0,1.0500000000000000e+03,0,,,0,,0,,0,,0,,NONE.
74986,74-98-6,PROPANE,,1.0000000000000000e+03,0,1.8000000000000000e+03,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+03,0,1.8000000000000000e+03,0,,,0,,0,,0,,0,,NONE.
74997,74-99-7,METHYL ACETYLENE,4.0070000000000000e+01,1.0000000000000000e+03,0,1.6500000000000000e+03,0,,,0,,0,,0,,0,,SYN - PROPYNE.,1.0000000000000000e+03,0,1.6500000000000000e+03,0,,,0,,0,,0,,0,,SYN - PROPYNE.
75003,75-00-3,ETHYL CHLORIDE,6.4519999999999996e+01,1.0000000000000000e+03,0,2.6000000000000000e+03,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,HANDLE WITH CAUTION IN THE WORKPLACE.
75014,75-01-4,VINYL CHLORIDE,6.2500000000000000e+01,1.0000000000000000e+00,0,2.5562372188139060e+00,1,,,0,,0,1.9560000000000000e+00,1,5.0000000000000000e+00,0,,SEE 29 CFR 1910.1017. [15 MINUTES],,0,,0,,,0,,0,,0,,0,,SEE 29 CFR 1910.1017.  LOWEST FEASIBLE CONCENTRATION.
75025,75-02-5,VINYL FLUORIDE,4.6049999999999997e+01,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,1.0000000000000000e+00,0,5.0000000000000000e+00,0,,USE 29 CFR 1910.1017.
75047,75-04-7,ETHYLAMINE,4.5100000000000001e+01,1.0000000000000000e+01,0,1.8000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+01,0,1.8000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
75058,75-05-8,ACETONITRILE,4.1060000000000002e+01,4.0000000000000000e+01,0,7.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+01,0,3.4000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
75070,75-07-0,ACETALDEHYDE,4.4060000000000002e+01,2.0000000000000000e+02,0,3.6000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
75081,75-08-1,ETHYL MERCAPTAN,6.2140000000000001e+01,,0,,0,,,0,,0,1.0000000000000000e+01,0,2.5000000000000000e+01,0,,NONE.,,0,,0,,,0,,0,5.0000000000000000e-01,0,1.3000000000000000e+00,0,,VALUE BASED ON 15 MINUTES.
75092,75-09-2,METHYLENE CHLORIDE,8.4930000000000007e+01,2.5000000000000000e+01,0,8.6840490797546011e+01,1,,1.2500000000000000e+02,0,4.3420245398773005e+02,1,,0,,0,,VALUES FROM PEL TABLE Z-2:  ACCEPTABLE MAXIMUM PEAK ABOVE THE ACCEPTABLE CEILING CONCENTRATION FOR AN 8-HOUR SHIFT:  2000 PPM FOR 5 MIN. IN ANY 2 HRS. B. NIOSH - LOWEST FEASIBLE CONCENTRATION.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
75150,75-15-0,CARBON DISULFIDE,7.6129999999999995e+01,2.0000000000000000e+01,0,6.2274028629856851e+01,1,,1.0000000000000000e+02,0,3.1137014314928427e+02,1,3.0000000000000000e+01,0,9.3411042944785265e+01,1,,VALUES FROM PEL TABLE Z-2: ACCEPTABLE MAXIMUM PEAK ABOVE THE ACCEPTABLE CEILING CONCENTRATION FOR AN 8-HOUR SHIFT: 100 PPM/30 MIN. MAXIMUM DURATION.,1.0000000000000000e+00,0,3.0000000000000000e+00,0,,1.0000000000000000e+01,0,3.0000000000000000e+01,0,,0,,0,,NONE.
75218,75-21-8,ETHYLENE OXIDE,4.4060000000000002e+01,1.0000000000000000e+00,0,1.8020449897750512e+00,1,,,0,,0,,0,,0,,SEE 29 CFR 1910.1047. 5 PPM EXCURSION LIMIT FOR 15 MINUTES.,1.0000000000000001e-01,0,1.7999999999999999e-01,0,,,0,,0,5.0000000000000000e+00,0,9.0000000000000000e+00,0,,VALUES BASED ON 10 MINUTES.
75252,75-25-2,BROMOFORM,2.5275000000000000e+02,5.0000000000000000e-01,0,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e-01,0,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
75310,75-31-0,ISOPROPYLAMINE,5.9130000000000003e+01,5.0000000000000000e+00,0,1.2000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,
75343,75-34-3,"1,1-DICHLOROETHANE",9.8959999999999994e+01,1.0000000000000000e+02,0,4.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+02,0,4.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
