NumericCas,CASNumber,ChemicalName,MW,PEL-TWA,PEL-TWAConvert,PEL-TWAmgm3,PEL-TWAmgm3Convert,NOTEPEL,PEL-STEL,PEL-STELConvert,PEL-STELmgm3,PEL-STELmgm3Convert,PEL-CL,PEL-CLConvert,PEL-CLmgm3,PEL-CLmgm3Convert,PEL-mpcfa,PEL-COMMENTS,REL-TWA,REL-TWAConvert,REL-TWAmgm3,REL-TWAmgm3Convert,NOTEREL,REL-STEL,REL-STELConvert,REL-STELmgm3,REL-STELmgm3Convert,REL-CL,REL-CLConvert,REL-CLmgm3,REL-CLmgm3Convert,RELFCC,REL-COMMENTS
353504,353-50-4,CARBONYL FLUORIDE,6.6010000000000005e+01,,0,,0,,,0,,0,,0,,0,,,2.0000000000000000e+00,0,5.0000000000000000e+00,0,,5.0000000000000000e+00,0,1.5000000000000000e+01,0,,0,,0,,NONE.
406906,406-90-6,FLUROXENE,,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,2.0000000000000000e+00,0,1.0300000000000001e+01,0,,VALUE BASED ON 60 MINUTES.  REL FOR EXPOSURE TO WASTE ANESTHETIC GAS.
409212,409-21-2,SILICON CARBIDE,4.0100000000000001e+01,3.0486284289276808e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,3.0486284289276808e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.
420042,420-04-2,CYANAMIDE,4.2049999999999997e+01,,0,,0,,,0,,0,,0,,0,,,1.1629013079667063e+00,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
460195,460-19-5,CYANOGEN,5.2039999999999999e+01,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+01,0,2.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
463514,463-51-4,KETENE,,5.0000000000000000e-01,0,9.0000000000000002e-01,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e-01,0,9.0000000000000002e-01,0,,1.5000000000000000e+00,0,3.0000000000000000e+00,0,,0,,0,,NONE.
479458,479-45-8,TETRYL,2.8714999999999998e+02,1.2772070346508793e-01,1,1.5000000000000000e+00,0,,,0,,0,,0,,0,,"SYN - 2,4,6-TRINITROPHENYL-METHYL-NITRAMINE.",1.2772070346508793e-01,1,1.5000000000000000e+00,0,,,0,,0,,0,,0,,"SYN - 2,4,6-TRINITROPHENYL-METHYL-NITRAMINE."
504290,504-29-0,2-AMINOPYRIDINE,9.4129999999999995e+01,5.0000000000000000e-01,0,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e-01,0,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
506774,506-77-4,CYANOGEN CHLORIDE,6.1469999999999999e+01,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,2.9999999999999999e-01,0,5.9999999999999998e-01,0,,NONE.
509148,509-14-8,TETRANITROMETHANE,1.9605000000000001e+02,1.0000000000000000e+00,0,8.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+00,0,8.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
526738,526-73-8,"1,2,3-TRIMETHYLBENZENE",,,0,,0,,,0,,0,,0,,0,,,2.5000000000000000e+01,0,1.2500000000000000e+02,0,,,0,,0,,0,,0,,NONE.
528290,528-29-0,O-DINITROBENZENE,1.6812000000000000e+02,1.4543183440399712e-01,1,1.0000000000000000e+00,0,,,0,,0,,0,,0,,"OTHER ISOMERS:  CAS NUMBERS:  000099-65-0, 000100-25-4.",1.4543183440399712e-01,1,1.0000000000000000e+00,0,,,0,,0,,0,,0,,"OTHER ISOMERS:  CAS NUMBERS:  000099-65-0, 000100-25-4."
532274,532-27-4,ALPHA-CHLOROACETOPHENONE,1.5459999999999999e+02,5.0000000000000003e-02,0,2.9999999999999999e-01,0,,,0,,0,,0,,0,,SYN - PHENACYL CHLORIDE.,5.0000000000000003e-02,0,2.9999999999999999e-01,0,,,0,,0,,0,,0,,SYN - PHENACYL CHLORIDE.
534521,534-52-1,DINITRO-O-CRESOL,1.9815000000000001e+02,2.4678274034822107e-02,1,2.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.,2.4678274034822107e-02,1,2.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.
540590,540-59-0,"1,2-DICHLOROETHYLENE",9.6939999999999998e+01,2.0000000000000000e+02,0,7.9000000000000000e+02,0,,,0,,0,,0,,0,,SYN - ACETYLENE DICHLORIDE.,2.0000000000000000e+02,0,7.9000000000000000e+02,0,,,0,,0,,0,,0,,SYN - ACETYLENE DICHLORIDE.
540885,540-88-5,TERT-BUTYL ACETATE,1.1618000000000001e+02,2.0000000000000000e+02,0,9.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+02,0,9.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
541855,541-85-5,ETHYL AMYL KETONE,1.2824000000000001e+02,2.5000000000000000e+01,0,1.3000000000000000e+02,0,,,0,,0,,0,,0,,SYN - 5-METHYL-3-HEPTANONE.,2.5000000000000000e+01,0,1.3000000000000000e+02,0,,,0,,0,,0,,0,,SYN - 5-METHYL-3-HEPTANONE.
542756,542-75-6,"1,3-DICHLOROPROPENE",1.1097000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+00,0,5.0000000000000000e+00,0,,,0,,0,,0,,0,,SYN - DICHLOROPROPENE.  LOWEST FEASIBLE CONCENTRATION.
542927,542-92-7,CYCLOPENTADIENE,6.6109999999999999e+01,7.5000000000000000e+01,0,2.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,7.5000000000000000e+01,0,2.0000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
546930,546-93-0,MAGNESITE,8.4310000000000002e+01,1.4500059304946031e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,1.4500059304946031e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.
552307,552-30-7,TRIMELLITIC ANHYDRIDE,1.9213000000000000e+02,,0,,0,,,0,,0,,0,,0,,,5.0000000000000001e-03,0,4.0000000000000001e-02,0,,,0,,0,,0,,0,,SYN - TMA.  HANDLE IN THE WORKLACE AS AN EXTREMELY TOXIC SUBSTANCE.
556525,556-52-5,GLYCIDOL,7.4090000000000003e+01,5.0000000000000000e+01,0,1.5000000000000000e+02,0,,,0,,0,,0,,0,,"SYN - 2,3-EPOXY-1-PROPANOL.",2.5000000000000000e+01,0,7.5000000000000000e+01,0,,,0,,0,,0,,0,,"SYN - 2,3-EPOXY-1-PROPANOL."
557051,557-05-1,ZINC STEARATE,6.3242999999999995e+02,1.9330202552061099e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,1.9330202552061099e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.
558134,558-13-4,CARBON TETRABROMIDE,,,0,,0,,,0,,0,,0,,0,,,1.0000000000000001e-01,0,1.3999999999999999e+00,0,,2.9999999999999999e-01,0,4.0000000000000000e+00,0,,0,,0,,NONE.
563122,563-12-2,ETHION,3.8449000000000001e+02,,0,,0,,,0,,0,,0,,0,,,2.5436292231267397e-02,1,4.0000000000000002e-01,0,,,0,,0,,0,,0,,SYN - NIALATE.
563804,563-80-4,METHYL ISOPROPYL KETONE,8.6150000000000006e+01,,0,,0,,,0,,0,,0,,0,,,2.0000000000000000e+02,0,7.0500000000000000e+02,0,,,0,,0,,0,,0,,NONE.
583608,583-60-8,O-METHYLCYCLOHEXANONE,,1.0000000000000000e+02,0,4.6000000000000000e+02,0,,,0,,0,,0,,0,,SYN - 2-METHYLCYCLOHEXANONE.,5.0000000000000000e+01,0,2.3000000000000000e+02,0,,7.5000000000000000e+01,0,3.4500000000000000e+02,0,,0,,0,,SYN - 2-METHYLCYCLOHEXANONE.
584849,584-84-9,"TOLUENE-2,4-DIISOCYANATE",1.7416999999999999e+02,,0,,0,,,0,,0,2.0000000000000000e-02,0,1.4000000000000001e-01,0,,NONE.,,0,,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
626380,626-38-0,SEC-AMYL ACETATE,,1.2500000000000000e+02,0,6.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.2500000000000000e+02,0,6.5000000000000000e+02,0,,,0,,0,,0,,0,,NONE.
627134,627-13-4,N-PROPYL NITRATE,,2.5000000000000000e+01,0,1.1000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,2.5000000000000000e+01,0,1.0500000000000000e+02,0,,4.0000000000000000e+01,0,1.0700000000000000e+02,0,,0,,0,,NONE.
628637,628-63-7,N-AMYL ACETATE,1.3021000000000001e+02,1.0000000000000000e+02,0,5.2500000000000000e+02,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+02,0,5.2500000000000000e+02,0,,,0,,0,,0,,0,,NONE.
628966,628-96-6,ETHYLENE GLYCOL DINITRATE,1.5208000000000001e+02,,0,,0,,,0,,0,2.0000000000000001e-01,0,1.0000000000000000e+00,0,,NONE.,,0,,0,,1.6077064702788007e-02,1,1.0000000000000001e-01,0,,0,,0,,NONE.
630080,630-08-0,CARBON MONOXIDE,,5.0000000000000000e+01,0,5.5000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,3.5000000000000000e+01,0,4.0000000000000000e+01,0,,,0,,0,2.0000000000000000e+02,0,2.2900000000000000e+02,0,,NONE.
638211,638-21-1,PHENYLPHOSPINE,,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,5.0000000000000003e-02,0,2.5000000000000000e-01,0,,NONE.
681845,681-84-5,METHYL SILICATE,1.5225000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+00,0,6.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
684162,684-16-2,HEXAFLUOROACETONE,1.6603000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000001e-01,0,6.9999999999999996e-01,0,,,0,,0,,0,,0,,NONE.
768525,768-52-5,N-ISOPROPYLANILINE,1.3522999999999999e+02,,0,,0,,,0,,0,,0,,0,,,2.0000000000000000e+00,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
822060,822-06-0,HEXAMETHYLENE DIISOCYANATE,1.6822000000000000e+02,,0,,0,,,0,,0,,0,,0,,,5.0000000000000001e-03,0,3.5000000000000001e-03,0,,,0,,0,2.0000000000000000e-02,0,1.4000000000000000e-02,0,,VALUES BASED ON 10 MINUTES.
944229,944-22-9,FONOFOS,2.4634000000000000e+02,,0,,0,,,0,,0,,0,,0,,,9.9253064869692306e-03,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.
999611,999-61-1,2-HYDROXYPROPYL ACRYLATE,,,0,,0,,,0,,0,,0,,0,,,5.0000000000000000e-01,0,3.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
1189851,1189-85-1,TERT-BUTYL CHROMATE,9.9989999999999995e+01,,0,,0,as CrO3,,0,,0,2.4452445244524456e-02,1,1.0000000000000001e-01,0,,NONE.,2.4452445244524455e-04,1,1.0000000000000000e-03,0,as CrO3,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
1300738,1300-73-8,"XYLIDINE, MIXED ISOMERS",1.2120000000000000e+02,5.0000000000000000e+00,0,2.5000000000000000e+01,0,,,0,,0,,0,,0,,SYN - DIMETHYLAMINOBENZENE.,2.0000000000000000e+00,0,1.0000000000000000e+01,0,,,0,,0,,0,,0,,SYN - DIMETHYLAMINOBENZENE.
1302745,1302-74-5,EMERY,1.0190000000000001e+02,1.1997055937193326e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,
1303862,1303-86-2,BORON OXIDE,6.9620000000000005e+01,5.2678827923010623e+00,1,1.5000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,3.5119218615340415e+00,1,1.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
1303964,1303-96-4,"BORATES, TETRA, SODIUM SALTS (DECAHYDRATE)",3.8139999999999998e+02,,0,,0,,,0,,0,,0,,0,,,3.2052962768746723e-01,1,5.0000000000000000e+00,0,,1.2821185107498689e+00,1,2.0000000000000000e+01,0,,0,,0,,SYN - BORAX.
,,"BISMUTH TELLURIDE, UNDOPED",8.0083000000000004e+02,1.5265412134910031e-01,1,5.0000000000000000e+00,0,"respirable fraction, as Bi2Te3",,0,,0,,0,,0,,NONE.,1.5265412134910031e-01,1,5.0000000000000000e+00,0,"respirable fraction, as Bi2Te3",,0,,0,,0,,0,,NONE.
1305620,1305-62-0,CALCIUM HYDROXIDE,7.4099999999999994e+01,1.6497975708502026e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,1.6497975708502026e+00,1,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
1305788,1305-78-8,CALCIUM OXIDE,5.6079999999999998e+01,2.1799215406562054e+00,1,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,8.7196861626248212e-01,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
1309371,1309-37-1,IRON OXIDE,5.5850000000000001e+01,2.1888988361683079e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,NONE.
1309484,1309-48-4,MAGNESIUM OXIDE,4.0299999999999997e+01,9.1004962779156333e+00,1,1.5000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,,0,,0,,
1310583,1310-58-3,POTASSIUM HYDROXIDE,5.6109999999999999e+01,,0,,0,,,0,,0,,0,,0,,,8.7150240598823736e-01,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
1310732,1310-73-2,SODIUM HYDROXIDE,4.0000000000000000e+01,1.2224999999999999e+00,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,1.2224999999999999e+00,1,2.0000000000000000e+00,0,,NONE.
1314132,1314-13-2,ZINC OXIDE,8.1390000000000001e+01,1.5020272760781423e+00,1,5.0000000000000000e+00,0,respirable dust/fume,,0,,0,,0,,0,,NONE.,1.5020272760781423e+00,1,5.0000000000000000e+00,0,dust/fume,,0,,0,,0,,0,,NONE.
7440622,7440-62-2,VANADIUM,1.8188000000000000e+02,,0,,0,as V2O5,,0,,0,6.7214647020013202e-02,1,5.0000000000000000e-01,0,,NONE.,,0,,0,as V2O5,,0,,0,6.7214647020013207e-03,1,5.0000000000000003e-02,0,,VALUE IS BASED ON 15 MINUTES.
1314803,1314-80-3,PHOSPHORUS PENTASULFIDE,2.2225000000000000e+02,1.1001124859392576e-01,1,1.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,1.1001124859392576e-01,1,1.0000000000000000e+00,0,,3.3003374578177724e-01,1,3.0000000000000000e+00,0,,0,,0,,NONE.
1317357,1317-35-7,MANGANESE TETROXIDE,2.2881200000000001e+02,,0,,0,,,0,,0,5.3428141880670588e-01,1,5.0000000000000000e+00,0,,NONE.,,0,,0,,,0,,0,,0,,0,,
1317653,1317-65-3,CALCIUM CARBONATE,1.0009999999999999e+02,1.2212787212787213e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,"SYN - MARBLE, LIMESTONE.",1.2212787212787213e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,"SYN - MARBLE, LIMESTONE."
1317959,1317-95-9,"SILICA, CRYSTALLINE TRIPOLI",6.0079999999999998e+01,,0,,0,,,0,,0,,0,,0,,,2.0347869507323573e-02,1,5.0000000000000003e-02,0,as respirable dust,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.
1319773,1319-77-3,"CRESOL, ALL ISOMERS",1.0815000000000001e+02,5.0000000000000000e+00,0,2.2000000000000000e+01,0,,,0,,0,,0,,0,,OTHER CAS NUMBERS: 95-48-7; 108-39-4; 106-44-5.,,0,,0,,,0,,0,,0,,0,,
1321648,1321-64-8,PENTACHLORONAPHTHALENE,3.0039999999999998e+02,4.0695739014647139e-02,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,NONE.,4.0695739014647139e-02,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,NONE.
1321659,1321-65-9,TRICHLORONAPHTHALENE,2.3150999999999999e+02,5.2805494363094474e-01,1,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,5.2805494363094474e-01,1,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
1321740,1321-74-0,DIVINYL BENZENE,1.3019999999999999e+02,,0,,0,,,0,,0,,0,,0,,,1.0000000000000000e+01,0,5.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.
1330434,1330-43-4,"BORATES, TETRA, SODIUM SALTS (ANHYDROUS)",2.0119999999999999e+02,,0,,0,,,0,,0,,0,,0,,,1.2152087475149105e-01,1,1.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
1332587,1332-58-7,KAOLIN,,,0,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,,0,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.
1333864,1333-86-4,CARBON BLACK,1.2010000000000000e+01,7.1253122398001665e+00,1,3.5000000000000000e+00,0,,,0,,0,,0,,0,,0.1 MG PAHS/M3.,7.1253122398001665e+00,1,3.5000000000000000e+00,0,,,0,,0,,0,,0,,LOWEST FEASIBLE CONCENTRATION.  IN THE PRESENCE OF PAHS; CARCINOGEN; LIMIT PAHS TO 0.1 MG/M3 TWA (DETERMINED AS CYCLOHEXANE EXTRACTABLE FRACTION).
1335871,1335-87-1,HEXACHLORONAPHTHALENE,3.3481999999999999e+02,1.4604862314079209e-02,1,2.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.,1.4604862314079209e-02,1,2.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.
1335882,1335-88-2,TETRACHLORONAPHTHALENE,2.6595999999999998e+02,1.8386223492254475e-01,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,1.8386223492254475e-01,1,2.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
1338234,1338-23-4,METHYL ETHYL KETONE PEROXIDE,1.7624000000000001e+02,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,2.0000000000000001e-01,0,1.5000000000000000e+00,0,,SYN - MEKP.
1344281,1344-28-1,ALPHA-ALUMINA,1.0195999999999999e+02,1.1989996076892899e+00,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,SYN - ALUMINUM OXIDE.,,0,,0,,,0,,0,,0,,0,,
1344952,1344-95-2,CALCIUM SILICATE,1.7219999999999999e+02,7.0993031358885017e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,7.0993031358885017e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.
1395217,1395-21-7,SUBSTILISINS (PROTEOLYTIC ENZYMES AS 100% PURE CRYSTALLINE ENZYME),,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,6.0000000000000002e-05,0,,0,,0,,VALUE BASED ON 60 MINUTES.
1455216,1455-21-6,1-NONANETHIOL,,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,5.0000000000000000e-01,0,3.2999999999999998e+00,0,,VALUE BASED ON 15 MINUTES.
1477550,1477-55-0,"M-XYLENE A,A'-DIAMINE",1.3622000000000000e+02,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,1.7948906181177508e-02,1,1.0000000000000001e-01,0,,NONE.
1563662,1563-66-2,CARBOFURAN,2.2128000000000000e+02,,0,,0,,,0,,0,,0,,0,,,1.1049349240780913e-02,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,SYN - FURADAN.
1569693,1569-69-3,CYCLOHEXANETHIOL,1.1623999999999999e+02,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,5.0000000000000000e-01,0,2.3999999999999999e+00,0,,VALUE BASED ON 15 MINUTES.
1639094,1639-09-4,1-HEPTANETHIOL,,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,5.0000000000000000e-01,0,2.7000000000000002e+00,0,,VALUE BASED ON 15 MINUTES.
1910425,1910-42-5,PARAQUAT DICHLORIDE,2.5718000000000001e+02,4.7534800528812503e-02,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,,9.5069601057625013e-03,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,VALUE IS FOR RESPIRABLE DUST.
1912249,1912-24-9,ATRAZINE,2.1572000000000000e+02,,0,,0,,,0,,0,,0,,0,,,5.6670684220285561e-01,1,5.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
1918021,1918-02-1,PICLORAM,2.4146000000000001e+02,5.0629503851569613e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,SYN - TORDON.,,0,,0,,,0,,0,,0,,0,,
1929824,1929-82-4,2-CHLORO-6-TRICHLOROMETHYL PYRIDINE,2.3090000000000001e+02,5.2944997834560414e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,SYN - NITRAPYRIN.,5.2944997834560414e-01,1,5.0000000000000000e+00,0,respirable fraction,5.2944997834560414e-01,1,5.0000000000000000e+00,0,,0,,0,,SYN - NITRAPYRIN.
2039874,2039-87-4,O-CHLOROSTYRENE,,,0,,0,,,0,,0,,0,,0,,,5.0000000000000000e+01,0,2.8500000000000000e+02,0,,7.5000000000000000e+01,0,4.2800000000000000e+02,0,,0,,0,,NONE.
2104645,2104-64-5,EPN,3.2331000000000000e+02,3.7812007052055299e-02,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,NONE.,3.7812007052055299e-02,1,5.0000000000000000e-01,0,,,0,,0,,0,,0,,NONE.
2179591,2179-59-1,ALLYL PROPYL DISULFIDE,,2.0000000000000000e+00,0,1.2000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,2.0000000000000000e+00,0,1.2000000000000000e+01,0,,3.0000000000000000e+00,0,1.8000000000000000e+01,0,,0,,0,,NONE.
2234131,2234-13-1,OCTACHLORONAPHTHALENE,4.0369999999999999e+02,6.0564775823631414e-03,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,NONE.,6.0564775823631414e-03,1,1.0000000000000001e-01,0,,1.8169432747089421e-02,1,2.9999999999999999e-01,0,,0,,0,,NONE.
2238075,2238-07-5,DIGLYCIDYL ETHER,,,0,,0,,,0,,0,5.0000000000000000e-01,0,2.7999999999999998e+00,0,,SYN - DGE.,1.0000000000000001e-01,0,5.0000000000000000e-01,0,,,0,,0,,0,,0,,SYN - DGE.  LOWEST FEASIBLE CONCENTRATION.
2425061,2425-06-1,CAPTAFOL,3.4906000000000000e+02,,0,,0,,,0,,0,,0,,0,,,7.0045264424454254e-03,1,1.0000000000000001e-01,0,,,0,,0,,0,,0,,SYN - DIFOLATAN.  LOWEST FEASIBLE CONCENTRATION.
2426086,2426-08-6,N-BUTYL GLYCIDYL ETHER,1.3021000000000001e+02,5.0000000000000000e+01,0,2.7000000000000000e+02,0,,,0,,0,,0,,0,,SYN - BGE; BUTYL GLYCIDYL ETHER.,,0,,0,,,0,,0,5.5999999999999996e+00,0,3.0000000000000000e+01,0,,SYN - BGE; BUTYL GLYCIDYL ETHER.  VALUE BASED ON 15 MINUTES.
2551624,2551-62-4,SULFUR HEXAFLUORIDE,,1.0000000000000000e+03,0,6.0000000000000000e+03,0,,,0,,0,,0,,0,,NONE.,1.0000000000000000e+03,0,6.0000000000000000e+03,0,,,0,,0,,0,,0,,NONE.
2698411,2698-41-1,O-CHLOROBENZYLIDENE MALONONITRILE,1.8862000000000000e+02,5.0000000000000003e-02,0,4.0000000000000002e-01,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,5.0000000000000003e-02,0,4.0000000000000002e-01,0,,NONE.
2699798,2699-79-8,SULFURYL FLUORIDE,1.0206000000000000e+02,5.0000000000000000e+00,0,2.0000000000000000e+01,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e+00,0,2.0000000000000000e+01,0,,1.0000000000000000e+01,0,4.0000000000000000e+01,0,,0,,0,,NONE.
2885009,2885-00-9,1-OCTADECANETHIOL,,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,5.0000000000000000e-01,0,5.9000000000000004e+00,0,,VALUE BASED ON 15 MINUTES.
2917262,2917-26-2,1-HEXADECANETHIOL,,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,5.0000000000000000e-01,0,5.2999999999999998e+00,0,,VALUE BASED ON 15 MINUTES.
2921882,2921-88-2,CHLORPYRIFOS,3.5058999999999997e+02,,0,,0,,,0,,0,,0,,0,,,1.3947916369548478e-02,1,2.0000000000000001e-01,0,,4.1843749108645426e-02,1,5.9999999999999998e-01,0,,0,,0,,NONE.
2971906,2971-90-6,CLOPIDOL,1.9205000000000001e+02,6.3655298099453261e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,SYN - COYDEN.,6.3655298099453261e-01,1,5.0000000000000000e+00,0,respirable fraction,2.5462119239781305e+00,1,2.0000000000000000e+01,0,,0,,0,,SYN - COYDEN.
3173726,3173-72-6,NAPHTHALENE DIISOCYANATE,2.1019999999999999e+02,,0,,0,,,0,,0,,0,,0,,,5.0000000000000001e-03,0,4.0000000000000001e-02,0,,,0,,0,2.0000000000000000e-02,0,1.7000000000000001e-01,0,,VALUE BASED ON 10 MINUTES.
3333526,3333-52-6,TETRAMETHYL SUCCINONITRILE,,5.0000000000000000e-01,0,3.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.,5.0000000000000000e-01,0,3.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
3383968,3383-96-8,TEMEPHOS,4.6648000000000002e+02,2.6206911335962957e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.,2.6206911335962957e-01,1,5.0000000000000000e+00,0,respirable fraction,,0,,0,,0,,0,,NONE.
3689245,3689-24-5,TEDP,3.2233999999999997e+02,1.5170317056524170e-02,1,2.0000000000000001e-01,0,,,0,,0,,0,,0,,SYN - SULFOTEPP.,1.5170317056524170e-02,1,2.0000000000000001e-01,0,,,0,,0,,0,,0,,SYN - SULFOTEPP.
4016142,4016-14-2,ISOPROPYL GLYCIDYL ETHER (IGE),,5.0000000000000000e+01,0,2.4000000000000000e+02,0,,,0,,0,,0,,0,,NONE.,,0,,0,,,0,,0,5.0000000000000000e+01,0,2.4000000000000000e+02,0,,VALUES BASED ON 15 MINUTES.
4098719,4098-71-9,ISOPHORONE DIISOCYANATE,2.2231999999999999e+02,,0,,0,,,0,,0,,0,,0,,,5.0000000000000001e-03,0,4.4999999999999998e-02,0,,2.0000000000000000e-02,0,1.7999999999999999e-01,0,,0,,0,,NONE.
4170303,4170-30-3,CROTONALDEHYDE,7.0099999999999994e+01,2.0000000000000000e+00,0,6.0000000000000000e+00,0,,,0,,0,,0,,0,,,2.0000000000000000e+00,0,6.0000000000000000e+00,0,,,0,,0,,0,,0,,NONE.
5124301,5124-30-1,METYLENE BIS(4-CYCLOHEXYLISOCYANATE),2.6238999999999999e+02,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,1.0000000000000000e-02,0,1.1000000000000000e-01,0,,NONE.
5332525,5332-52-5,1-UNDECANETHIOL,,,0,,0,,,0,,0,,0,,0,,,,0,,0,,,0,,0,5.0000000000000000e-01,0,3.8999999999999999e+00,0,,VALUE BASED ON 15 MINUTES.
